URL_Info,local_header_offset,compressed_size,uncompressed_size,compression,crc32,flags
S4/B06/B06_R1/S4_B06_R1_IMAG0098.JPG,9951724040,1144549,1144549,0,3355048749,0
S4/B06/B06_R1/S4_B06_R1_IMAG0115.JPG,9969546369,1111659,1111659,0,1414813591,0
S4/B06/B06_R1/S4_B06_R1_IMAG0116.JPG,9970658094,1111172,1111172,0,3372821143,0
S4/B06/B06_R1/S4_B06_R1_IMAG0117.JPG,9971769332,1045503,1045503,0,1757524968,0
S4/B06/B06_R1/S4_B06_R1_IMAG0206.JPG,10073115290,1301258,1301258,0,1607068740,0
S4/B06/B06_R1/S4_B06_R1_IMAG0207.JPG,10074416614,1301289,1301289,0,3202381517,0
S4/B06/B06_R1/S4_B06_R1_IMAG0208.JPG,10075717969,1235036,1235036,0,2871393673,0
S4/B06/B06_R1/S4_B06_R1_IMAG0554.JPG,10429813114,555067,555067,0,2842264178,0
S4/B06/B06_R2/S4_B06_R2_IMAG0083.JPG,11454863540,542456,542456,0,533692842,0
S4/B06/B06_R2/S4_B06_R2_IMAG0317.JPG,11660754510,1295337,1295337,0,692386648,0
S4/B06/B06_R2/S4_B06_R2_IMAG0318.JPG,11662049913,1289069,1289069,0,3639419092,0
S4/B06/B06_R2/S4_B06_R2_IMAG0319.JPG,11663339048,1230626,1230626,0,2107131571,0
S4/B06/B06_R2/S4_B06_R2_IMAG0648.JPG,11979002381,816812,816812,0,2263427723,0
S4/B06/B06_R2/S4_B06_R2_IMAG0649.JPG,11979819259,815598,815598,0,3119254740,0
S4/B06/B06_R2/S4_B06_R2_IMAG0650.JPG,11980634923,750034,750034,0,3089828309,0
S4/B06/B06_R2/S4_B06_R2_IMAG1290.JPG,12609096644,1399663,1399663,0,643943071,0
S4/B06/B06_R2/S4_B06_R2_IMAG1291.JPG,12610496373,1381284,1381284,0,3908397750,0
S4/B06/B06_R2/S4_B06_R2_IMAG1292.JPG,12611877723,1316136,1316136,0,680891694,0
S4/B07/B07_R2/S4_B07_R2_IMAG1536.JPG,14355047035,1116202,1116202,0,1287519555,0
S4/B07/B07_R2/S4_B07_R2_IMAG1537.JPG,14356163303,1118103,1118103,0,1467906482,0
S4/B07/B07_R2/S4_B07_R2_IMAG1538.JPG,14357281472,1051532,1051532,0,2109796243,0
S4/B07/B07_R2/S4_B07_R2_IMAG2009.JPG,14744929804,534745,534745,0,1945658338,0
S4/B08/B08_R2/S4_B08_R2_IMAG1445.JPG,16470317499,760663,760663,0,3307929979,0
S4/B08/B08_R2/S4_B08_R2_IMAG1446.JPG,16471078228,760599,760599,0,604418113,0
S4/B08/B08_R2/S4_B08_R2_IMAG1447.JPG,16471838893,698721,698721,0,1973430011,0
S4/B09/B09_R2/S4_B09_R2_IMAG0092.JPG,18144371636,975879,975879,0,1996228812,0
S4/B09/B09_R2/S4_B09_R2_IMAG0093.JPG,18145347581,888742,888742,0,211777938,0
S4/B09/B09_R2/S4_B09_R2_IMAG0094.JPG,18146236389,799410,799410,0,1234171647,0
S4/B10/B10_R1/S4_B10_R1_IMAG0023.JPG,18764236080,389608,389608,0,539761671,0
S4/B10/B10_R1/S4_B10_R1_IMAG0024.JPG,18764625754,386588,386588,0,2096545789,0
S4/B10/B10_R1/S4_B10_R1_IMAG0025.JPG,18765012408,318513,318513,0,2686155471,0
S4/B13/B13_R1/S4_B13_R1_IMAG0113.JPG,24470376338,605442,605442,0,3269395711,0
S4/B13/B13_R1/S4_B13_R1_IMAG0114.JPG,24470981846,604806,604806,0,2139014550,0
S4/B13/B13_R1/S4_B13_R1_IMAG0115.JPG,24471586718,540354,540354,0,3103959722,0
S4/B13/B13_R1/S4_B13_R1_IMAG1534.JPG,25704064389,681538,681538,0,3277241043,0
S4/B13/B13_R1/S4_B13_R1_IMAG1535.JPG,25704745993,824229,824229,0,1616523197,0
S4/B13/B13_R1/S4_B13_R1_IMAG1536.JPG,25705570288,826594,826594,0,1373544828,0
S4/B13/B13_R1/S4_B13_R1_IMAG1651.JPG,25806812374,852722,852722,0,184952631,0
S4/B13/B13_R1/S4_B13_R1_IMAG1652.JPG,25807665162,850282,850282,0,904718815,0
S4/B13/B13_R1/S4_B13_R1_IMAG1653.JPG,25808515510,783696,783696,0,353113154,0
S4/B13/B13_R2/S4_B13_R2_IMAG0096.JPG,25944504990,945000,945000,0,414868801,0
S4/B13/B13_R2/S4_B13_R2_IMAG0097.JPG,25945450056,956276,956276,0,398691679,0
S4/B13/B13_R2/S4_B13_R2_IMAG0098.JPG,25946406398,876779,876779,0,3272215290,0
S4/B13/B13_R2/S4_B13_R2_IMAG0099.JPG,25947283243,855847,855847,0,3587531084,0
S4/B13/B13_R2/S4_B13_R2_IMAG0100.JPG,25948139156,867763,867763,0,765251100,0
S4/B13/B13_R2/S4_B13_R2_IMAG0101.JPG,25949006985,812639,812639,0,4160486901,0
S4/C02/C02_R1/S4_C02_R1_IMAG0248.JPG,26310559501,788006,788006,0,1115976199,0
S4/C02/C02_R1/S4_C02_R1_IMAG0249.JPG,26311347573,850237,850237,0,1689056347,0
S4/C02/C02_R1/S4_C02_R1_IMAG0250.JPG,26312197876,832049,832049,0,3125363089,0
S4/C02/C02_R1/S4_C02_R1_IMAG0272.JPG,26333015623,1095130,1095130,0,895825654,0
S4/C02/C02_R1/S4_C02_R1_IMAG0273.JPG,26334110819,1096324,1096324,0,2391053280,0
S4/C02/C02_R1/S4_C02_R1_IMAG0274.JPG,26335207209,1028236,1028236,0,1323339410,0
S4/C02/C02_R1/S4_C02_R1_IMAG0326.JPG,26380695025,520568,520568,0,3059545590,0
S4/C02/C02_R1/S4_C02_R1_IMAG0327.JPG,26381215659,523444,523444,0,2304382713,0
S4/C02/C02_R1/S4_C02_R1_IMAG0328.JPG,26381739169,459074,459074,0,3287597298,0
S4/C02/C02_R1/S4_C02_R1_IMAG0467.JPG,26481346635,976035,976035,0,390520928,0
S4/C02/C02_R1/S4_C02_R1_IMAG0468.JPG,26482322736,965750,965750,0,2737124503,0
S4/C02/C02_R1/S4_C02_R1_IMAG0469.JPG,26483288552,889410,889410,0,466544500,0
S4/C02/C02_R1/S4_C02_R1_IMAG2328.JPG,27961421853,539461,539461,0,2720325908,0
S4/C02/C02_R1/S4_C02_R1_IMAG2329.JPG,27961961380,538156,538156,0,3819460269,0
S4/C02/C02_R1/S4_C02_R1_IMAG2330.JPG,27962499602,472732,472732,0,495149296,0
S4/C02/C02_R1/S4_C02_R1_IMAG2334.JPG,27964552484,602064,602064,0,2937078703,0
S4/C02/C02_R1/S4_C02_R1_IMAG2335.JPG,27965154614,600110,600110,0,1514046397,0
S4/C02/C02_R1/S4_C02_R1_IMAG2336.JPG,27965754790,523025,523025,0,30923953,0
S4/C02/C02_R2/S4_C02_R2_IMAG0089.JPG,28161479328,1049280,1049280,0,3876077881,0
S4/C02/C02_R2/S4_C02_R2_IMAG0090.JPG,28162528674,1049495,1049495,0,1702357395,0
S4/C02/C02_R2/S4_C02_R2_IMAG0091.JPG,28163578235,983888,983888,0,911869530,0
S4/C02/C02_R2/S4_C02_R2_IMAG0163.JPG,28223801575,1113545,1113545,0,2327017515,0
S4/C02/C02_R2/S4_C02_R2_IMAG0164.JPG,28224915186,1113816,1113816,0,886551675,0
S4/C02/C02_R2/S4_C02_R2_IMAG0165.JPG,28226029068,1048737,1048737,0,2841758655,0
S4/C02/C02_R2/S4_C02_R2_IMAG0218.JPG,28277950952,1069131,1069131,0,3752873981,0
S4/C02/C02_R2/S4_C02_R2_IMAG0219.JPG,28279020149,1072539,1072539,0,1781588435,0
S4/C02/C02_R2/S4_C02_R2_IMAG0220.JPG,28280092754,1009082,1009082,0,1641639902,0
S4/C02/C02_R2/S4_C02_R2_IMAG0347.JPG,28391485038,998553,998553,0,640225002,0
S4/C02/C02_R2/S4_C02_R2_IMAG0348.JPG,28392483657,996940,996940,0,2678663406,0
S4/C02/C02_R2/S4_C02_R2_IMAG0349.JPG,28393480663,931750,931750,0,855723671,0
S4/C02/C02_R2/S4_C02_R2_IMAG0447.JPG,28492137831,980155,980155,0,3877077493,0
S4/C02/C02_R2/S4_C02_R2_IMAG0448.JPG,28493118052,983301,983301,0,2722720764,0
S4/C02/C02_R2/S4_C02_R2_IMAG0449.JPG,28494101419,921000,921000,0,2605496096,0
S4/C02/C02_R2/S4_C02_R2_IMAG0459.JPG,28504180396,1007623,1007623,0,2539472258,0
S4/C02/C02_R2/S4_C02_R2_IMAG0460.JPG,28505188085,995816,995816,0,786672590,0
S4/C02/C02_R2/S4_C02_R2_IMAG0461.JPG,28506183967,941270,941270,0,2378934976,0
S4/C02/C02_R2/S4_C02_R2_IMAG0474.JPG,28518809805,1018132,1018132,0,1075304251,0
S4/C02/C02_R2/S4_C02_R2_IMAG0475.JPG,28519828003,1020212,1020212,0,1866352057,0
S4/C02/C02_R2/S4_C02_R2_IMAG0476.JPG,28520848281,956505,956505,0,3178637213,0
S4/C02/C02_R2/S4_C02_R2_IMAG0914.JPG,28895960877,760790,760790,0,2880853474,0
S4/C02/C02_R2/S4_C02_R2_IMAG0915.JPG,28896721733,760450,760450,0,3856376143,0
S4/C02/C02_R2/S4_C02_R2_IMAG0916.JPG,28897482249,695440,695440,0,2372257058,0
S4/C02/C02_R2/S4_C02_R2_IMAG1244.JPG,29156687293,1021187,1021187,0,539642881,0
S4/C02/C02_R2/S4_C02_R2_IMAG1245.JPG,29157708546,1019064,1019064,0,2196281247,0
S4/C02/C02_R2/S4_C02_R2_IMAG1246.JPG,29158727676,953941,953941,0,526238350,0
S4/C02/C02_R2/S4_C02_R2_IMAG1324.JPG,29217775587,906676,906676,0,4154425109,0
S4/C02/C02_R2/S4_C02_R2_IMAG1325.JPG,29218682329,906228,906228,0,3758778407,0
S4/C02/C02_R2/S4_C02_R2_IMAG1326.JPG,29219588623,843033,843033,0,2267066438,0
S4/C02/C02_R2/S4_C02_R2_IMAG1336.JPG,29226205653,596586,596586,0,3347395967,0
S4/C02/C02_R2/S4_C02_R2_IMAG1337.JPG,29226802305,599589,599589,0,1409626772,0
S4/C02/C02_R2/S4_C02_R2_IMAG1338.JPG,29227401960,538939,538939,0,2370874530,0
S4/C03/C03_R1/S4_C03_R1_IMAG0105.JPG,29349249924,1453563,1453563,0,1370240172,0
S4/C03/C03_R1/S4_C03_R1_IMAG0106.JPG,29350703553,1479068,1479068,0,3689705361,0
S4/C03/C03_R1/S4_C03_R1_IMAG0107.JPG,29352182687,1429617,1429617,0,2982157708,0
S4/C03/C03_R1/S4_C03_R1_IMAG0213.JPG,29476862202,1423053,1423053,0,1778615432,0
S4/C03/C03_R1/S4_C03_R1_IMAG0214.JPG,29478285321,1396599,1396599,0,711404279,0
S4/C03/C03_R1/S4_C03_R1_IMAG0215.JPG,29479681986,1348776,1348776,0,3195017691,0
S4/C04/C04_R2/S4_C04_R2_IMAG0097.JPG,29733584487,448434,448434,0,2892467446,0
S4/C04/C04_R2/S4_C04_R2_IMAG0098.JPG,29734032987,447936,447936,0,4002631138,0
S4/C04/C04_R2/S4_C04_R2_IMAG0099.JPG,29734480989,382726,382726,0,4226708873,0
S4/C07/C07_R2/S4_C07_R2_IMAG0075.JPG,31903224664,456202,456202,0,2640910889,0
S4/C07/C07_R2/S4_C07_R2_IMAG0076.JPG,31903680932,456383,456383,0,87459431,0
S4/C07/C07_R2/S4_C07_R2_IMAG0077.JPG,31904137381,390583,390583,0,3055086109,0
S4/C07/C07_R2/S4_C07_R2_IMAG0099.JPG,31916787139,858364,858364,0,3495329829,0
S4/C07/C07_R2/S4_C07_R2_IMAG0100.JPG,31917645569,863734,863734,0,2666078051,0
S4/C07/C07_R2/S4_C07_R2_IMAG0101.JPG,31918509369,803542,803542,0,1694776438,0
S4/C07/C07_R2/S4_C07_R2_IMAG1409.JPG,32687513346,844058,844058,0,11742745,0
S4/C07/C07_R2/S4_C07_R2_IMAG1410.JPG,32688357470,845374,845374,0,70687459,0
S4/C07/C07_R2/S4_C07_R2_IMAG1411.JPG,32689202910,780894,780894,0,2130107024,0
S4/C07/C07_R2/S4_C07_R2_IMAG2279.JPG,33155467713,537727,537727,0,2197712946,0
S4/C08/C08_R2/S4_C08_R2_IMAG0570.JPG,34316496523,446055,446055,0,3976196759,0
S4/C08/C08_R2/S4_C08_R2_IMAG0571.JPG,34316942644,450857,450857,0,197170644,0
S4/C08/C08_R2/S4_C08_R2_IMAG0572.JPG,34317393567,391267,391267,0,2832220633,0
S4/C09/C09_R3/S4_C09_R3_IMAG2816.JPG,40546871574,604615,604615,0,324510784,0
S4/C09/C09_R3/S4_C09_R3_IMAG2817.JPG,40547476255,608562,608562,0,2106109094,0
S4/C09/C09_R3/S4_C09_R3_IMAG2818.JPG,40548084883,548536,548536,0,52776537,0
S4/C10/C10_R1/S4_C10_R1_IMAG0013.JPG,41869164160,599996,599996,0,1085140872,0
S4/C10/C10_R1/S4_C10_R1_IMAG0014.JPG,41869764222,599554,599554,0,4238410295,0
S4/C10/C10_R1/S4_C10_R1_IMAG0015.JPG,41870363842,532971,532971,0,1060772333,0
S4/C10/C10_R1/S4_C10_R1_IMAG0205.JPG,42003503360,588811,588811,0,2894152543,0
S4/C10/C10_R1/S4_C10_R1_IMAG0206.JPG,42004092237,586448,586448,0,2551073009,0
S4/C10/C10_R1/S4_C10_R1_IMAG0207.JPG,42004678751,519871,519871,0,2167186065,0
S4/C10/C10_R1/S4_C10_R1_IMAG0379.JPG,42119093036,620207,620207,0,651951988,0
S4/C10/C10_R1/S4_C10_R1_IMAG0502.JPG,42199325657,832542,832542,0,3882039895,0
S4/C10/C10_R1/S4_C10_R1_IMAG0503.JPG,42200158265,837485,837485,0,141803703,0
S4/C10/C10_R1/S4_C10_R1_IMAG0504.JPG,42200995816,772711,772711,0,2527835359,0
S4/C10/C10_R1/S4_C10_R1_IMAG0505.JPG,42201768593,860258,860258,0,627921915,0
S4/C10/C10_R1/S4_C10_R1_IMAG0506.JPG,42202628917,859279,859279,0,2848019548,0
S4/C10/C10_R1/S4_C10_R1_IMAG0507.JPG,42203488262,794196,794196,0,4158510907,0
S4/C10/C10_R1/S4_C10_R1_IMAG1960.JPG,43161718872,921751,921751,0,3238194938,0
S4/C10/C10_R1/S4_C10_R1_IMAG1961.JPG,43162640689,921056,921056,0,246548253,0
S4/C10/C10_R1/S4_C10_R1_IMAG1962.JPG,43163561811,855392,855392,0,2356767050,0
S4/C10/C10_R1/S4_C10_R1_IMAG2018.JPG,43200996009,835931,835931,0,2304007220,0
S4/C10/C10_R1/S4_C10_R1_IMAG2019.JPG,43201832006,850764,850764,0,2036104515,0
S4/C10/C10_R1/S4_C10_R1_IMAG2020.JPG,43202682836,799874,799874,0,958494046,0
S4/C10/C10_R3/S4_C10_R3_IMAG1459.JPG,44285174547,602484,602484,0,1069763262,0
S4/C10/C10_R3/S4_C10_R3_IMAG1460.JPG,44285777097,599982,599982,0,620188071,0
S4/C10/C10_R3/S4_C10_R3_IMAG1461.JPG,44286377145,536615,536615,0,1946672894,0
S4/C10/C10_R3/S4_C10_R3_IMAG2664.JPG,45172762206,782293,782293,0,1694577400,0
S4/C10/C10_R3/S4_C10_R3_IMAG2665.JPG,45173544565,795768,795768,0,3223568677,0
S4/C10/C10_R3/S4_C10_R3_IMAG2666.JPG,45174340399,736499,736499,0,593534532,0
S4/C12/C12_R1/S4_C12_R1_IMAG0486.JPG,45654782934,707568,707568,0,2276687592,0
S4/C12/C12_R1/S4_C12_R1_IMAG0487.JPG,45655490568,708138,708138,0,3939691720,0
S4/C12/C12_R1/S4_C12_R1_IMAG0488.JPG,45656198772,643606,643606,0,2481585008,0
S4/C12/C12_R1/S4_C12_R1_IMAG2311.JPG,46678712055,625912,625912,0,211229035,0
S4/C12/C12_R1/S4_C12_R1_IMAG2312.JPG,46679338033,607415,607415,0,2876727486,0
S4/C12/C12_R1/S4_C12_R1_IMAG2313.JPG,46679945514,523524,523524,0,4290994392,0
S4/C13/C13_R1/S4_C13_R1_IMAG0382.JPG,51339746502,871185,871185,0,434616062,0
S4/C13/C13_R1/S4_C13_R1_IMAG0383.JPG,51340617753,870110,870110,0,3736478120,0
S4/C13/C13_R1/S4_C13_R1_IMAG0384.JPG,51341487929,804203,804203,0,2039613732,0
S4/C13/C13_R1/S4_C13_R1_IMAG1580.JPG,52112188211,597054,597054,0,1497194512,0
S4/C13/C13_R1/S4_C13_R1_IMAG1581.JPG,52112785331,588883,588883,0,3128512696,0
S4/C13/C13_R1/S4_C13_R1_IMAG1582.JPG,52113374280,511843,511843,0,2038860521,0
S4/C13/C13_R1/S4_C13_R1_IMAG2931.JPG,52897254431,436013,436013,0,338694421,0
S4/C13/C13_R1/S4_C13_R1_IMAG2932.JPG,52897690510,439181,439181,0,1005419690,0
S4/C13/C13_R1/S4_C13_R1_IMAG2933.JPG,52898129757,372003,372003,0,3083061229,0
S4/C13/C13_R1/S4_C13_R1_IMAG3375.JPG,53137055098,399078,399078,0,570845066,0
S4/C13/C13_R1/S4_C13_R1_IMAG3376.JPG,53137454242,391633,391633,0,761484538,0
S4/C13/C13_R1/S4_C13_R1_IMAG3377.JPG,53137845941,320814,320814,0,4051826316,0
S4/C13/C13_R1/S4_C13_R1_IMAG3540.JPG,53203515935,600057,600057,0,2674241100,0
S4/C13/C13_R1/S4_C13_R1_IMAG3541.JPG,53204116058,537625,537625,0,3519401832,0
S4/C13/C13_R1/S4_C13_R1_IMAG3542.JPG,53204653749,466605,466605,0,3738588460,0
S4/C13/C13_R1/S4_C13_R1_IMAG3883.JPG,53438130858,837496,837496,0,4117609712,0
S4/C13/C13_R1/S4_C13_R1_IMAG3884.JPG,53438968420,838136,838136,0,2347766308,0
S4/C13/C13_R1/S4_C13_R1_IMAG3885.JPG,53439806622,773078,773078,0,1425416887,0
S4/C13/C13_R1/S4_C13_R1_IMAG4000.JPG,53524896457,723388,723388,0,3499504284,0
S4/C13/C13_R1/S4_C13_R1_IMAG4001.JPG,53525619911,722296,722296,0,3895313344,0
S4/C13/C13_R1/S4_C13_R1_IMAG4002.JPG,53526342273,656091,656091,0,1342749343,0
S4/C13/C13_R1/S4_C13_R1_IMAG4747.JPG,54019881741,662342,662342,0,116254162,0
S4/C13/C13_R1/S4_C13_R1_IMAG4748.JPG,54020544149,659333,659333,0,2747966135,0
S4/C13/C13_R1/S4_C13_R1_IMAG4749.JPG,54021203548,584564,584564,0,331817381,0
S4/C13/C13_R1/S4_C13_R1_IMAG5041.JPG,54208904370,411353,411353,0,869271117,0
S4/C13/C13_R1/S4_C13_R1_IMAG5042.JPG,54209315789,411722,411722,0,1586397310,0
S4/C13/C13_R1/S4_C13_R1_IMAG5043.JPG,54209727577,347018,347018,0,2824790799,0
S4/C13/C13_R1/S4_C13_R1_IMAG5163.JPG,54266909578,675840,675840,0,4068184611,0
S4/C13/C13_R1/S4_C13_R1_IMAG5967.JPG,54754879942,717178,717178,0,4198739450,0
S4/C13/C13_R1/S4_C13_R1_IMAG5968.JPG,54755597186,722328,722328,0,500123080,0
S4/C13/C13_R1/S4_C13_R1_IMAG5969.JPG,54756319580,656995,656995,0,826325801,0
S4/C13/C13_R1/S4_C13_R1_IMAG6087.JPG,54832778113,489917,489917,0,3489285932,0
S4/C13/C13_R1/S4_C13_R1_IMAG6088.JPG,54833268096,490507,490507,0,2685798703,0
S4/C13/C13_R1/S4_C13_R1_IMAG6089.JPG,54833758669,425585,425585,0,164835377,0
S4/C13/C13_R2/S4_C13_R2_IMAG0253.JPG,55088133409,408255,408255,0,1842432283,0
S4/C13/C13_R2/S4_C13_R2_IMAG0254.JPG,55088541730,453652,453652,0,934105831,0
S4/C13/C13_R2/S4_C13_R2_IMAG0255.JPG,55088995448,388864,388864,0,3670363840,0
S4/C13/C13_R2/S4_C13_R2_IMAG0306.JPG,55122742326,595696,595696,0,4003201586,0
S4/C13/C13_R2/S4_C13_R2_IMAG0307.JPG,55123338088,595570,595570,0,650019900,0
S4/C13/C13_R2/S4_C13_R2_IMAG0308.JPG,55123933724,529674,529674,0,257869196,0
S4/D02/D02_R1/S4_D02_R1_IMAG1124.JPG,57289251860,452776,452776,0,149898235,0
S4/D02/D02_R1/S4_D02_R1_IMAG1125.JPG,57289704702,445464,445464,0,1514535458,0
S4/D02/D02_R1/S4_D02_R1_IMAG1126.JPG,57290150232,380675,380675,0,2728047916,0
S4/D02/D02_R1/S4_D02_R1_IMAG1932.JPG,57844208952,437496,437496,0,1968041309,0
S4/D02/D02_R1/S4_D02_R1_IMAG1933.JPG,57844646514,464021,464021,0,770740430,0
S4/D02/D02_R1/S4_D02_R1_IMAG1934.JPG,57845110601,383180,383180,0,410347166,0
S4/D02/D02_R1/S4_D02_R1_IMAG2277.JPG,58036145134,347154,347154,0,119022461,0
S4/D02/D02_R1/S4_D02_R1_IMAG2278.JPG,58036492354,414730,414730,0,3124391393,0
S4/D02/D02_R1/S4_D02_R1_IMAG2279.JPG,58036907150,371914,371914,0,4042268992,0
S4/D02/D02_R1/S4_D02_R1_IMAG2590.JPG,58302348903,695728,695728,0,1579782214,0
S4/D02/D02_R1/S4_D02_R1_IMAG2591.JPG,58303044697,829576,829576,0,810637013,0
S4/D02/D02_R1/S4_D02_R1_IMAG2592.JPG,58303874339,786787,786787,0,1393857599,0
S4/D02/D02_R1/S4_D02_R1_IMAG2593.JPG,58304661192,715631,715631,0,1544091033,0
S4/D02/D02_R2/S4_D02_R2_IMAG0183.JPG,58540798086,847494,847494,0,28919994,0
S4/D02/D02_R2/S4_D02_R2_IMAG0184.JPG,58541645646,850141,850141,0,3697442273,0
S4/D02/D02_R2/S4_D02_R2_IMAG0185.JPG,58542495853,794871,794871,0,2764316088,0
S4/D02/D02_R2/S4_D02_R2_IMAG0288.JPG,58630134369,842488,842488,0,184412077,0
S4/D02/D02_R2/S4_D02_R2_IMAG0289.JPG,58630976923,866613,866613,0,1945598074,0
S4/D02/D02_R2/S4_D02_R2_IMAG0290.JPG,58631843602,834004,834004,0,2267748773,0
S4/D02/D02_R2/S4_D02_R2_IMAG0319.JPG,58657888551,963535,963535,0,3905215172,0
S4/D02/D02_R2/S4_D02_R2_IMAG0320.JPG,58658852152,962530,962530,0,2725345741,0
S4/D02/D02_R2/S4_D02_R2_IMAG0321.JPG,58659814748,897283,897283,0,3668412283,0
S4/D02/D02_R2/S4_D02_R2_IMAG0352.JPG,58687620098,915519,915519,0,710519084,0
S4/D02/D02_R2/S4_D02_R2_IMAG0353.JPG,58688535683,915479,915479,0,861706177,0
S4/D02/D02_R2/S4_D02_R2_IMAG0354.JPG,58689451228,849428,849428,0,415825962,0
S4/D03/D03_R2/S4_D03_R2_IMAG0136.JPG,60819391329,888059,888059,0,2287770849,0
S4/D03/D03_R2/S4_D03_R2_IMAG0137.JPG,60820279454,883962,883962,0,583982083,0
S4/D03/D03_R2/S4_D03_R2_IMAG0138.JPG,60821163482,816895,816895,0,756564541,0
S4/D03/D03_R2/S4_D03_R2_IMAG0139.JPG,60821980443,835701,835701,0,914864289,0
S4/D03/D03_R2/S4_D03_R2_IMAG0140.JPG,60822816210,836394,836394,0,1520072520,0
S4/D03/D03_R2/S4_D03_R2_IMAG0141.JPG,60823652670,770056,770056,0,603493091,0
S4/D04/D04_R2/S4_D04_R2_IMAG0018.JPG,61005609657,1162574,1162574,0,1293644007,0
S4/D04/D04_R2/S4_D04_R2_IMAG0019.JPG,61006772297,1155934,1155934,0,3094730657,0
